Treningens start;Treningens slutt;Øvelse;Vekt;Repetisjoner;Notater;Kcal;Avstand;Varighet;Kategori;Navn;Kroppsvekt
2023-09-04 12:55;2023-09-04 14:16;"Squat";70;7;"";;;;Ben;"B: Legs & Shoulders";
2023-09-04 12:55;2023-09-04 14:16;"Skulderpress med håndvekter";20;8;"";;;;Skuldre;"B: Legs & Shoulders";
2023-09-04 12:55;2023-09-04 14:16;"Skulderpress med håndvekter";20;8;"";;;;Skuldre;"B: Legs & Shoulders";
2023-09-04 12:55;2023-09-04 14:16;"Skulderpress med håndvekter";20;5;"";;;;Skuldre;"B: Legs & Shoulders";
2023-09-04 12:55;2023-09-04 14:16;"Benpress";100;8;"";;;;Ben;"B: Legs & Shoulders";
2023-09-04 12:55;2023-09-04 14:16;"Benpress";120;8;"";;;;Ben;"B: Legs & Shoulders";
2023-09-04 12:55;2023-09-04 14:16;"Benpress";150;8;"";;;;Ben;"B: Legs & Shoulders";
2023-09-04 12:55;2023-09-04 14:16;"Lårcurl";60;10;"";;;;Ben;"B: Legs & Shoulders";
2023-09-04 12:55;2023-09-04 14:16;"Lårcurl";65;10;"";;;;Ben;"B: Legs & Shoulders";
2023-09-04 12:55;2023-09-04 14:16;"Lårcurl";70;10;"";;;;Ben;"B: Legs & Shoulders";
2023-09-04 12:55;2023-09-04 14:16;"Skulderløft med håndvekter";4;12;"";;;;Skuldre;"B: Legs & Shoulders";
2023-09-04 12:55;2023-09-04 14:16;"Skulderløft med håndvekter";6;12;"";;;;Skuldre;"B: Legs & Shoulders";
2023-09-04 12:55;2023-09-04 14:16;"Skulderløft med håndvekter";6;8;"";;;;Skuldre;"B: Legs & Shoulders";
2023-09-01 12:08;2023-09-01 13:16;"Militærpress";35;6;"";;;;Skuldre;"C: Shoulders & Tri";
2023-09-01 12:08;2023-09-01 13:16;"Militærpress";35;6;"";;;;Skuldre;"C: Shoulders & Tri";
2023-09-01 12:08;2023-09-01 13:16;"Militærpress";35;5;"";;;;Skuldre;"C: Shoulders & Tri";
2023-09-01 12:08;2023-09-01 13:16;"Pushdowns";17.5;10;"";;;;Triceps;"C: Shoulders & Tri";
2023-09-01 12:08;2023-09-01 13:16;"Pushdowns";21.25;8;"";;;;Triceps;"C: Shoulders & Tri";
2023-09-01 12:08;2023-09-01 13:16;"Pushdowns";21.25;7;"";;;;Triceps;"C: Shoulders & Tri";
2023-09-01 12:08;2023-09-01 13:16;"Machine shoulder press";40;8;"Wide grip";;;;Skuldre;"C: Shoulders & Tri";
2023-09-01 12:08;2023-09-01 13:16;"Machine shoulder press";40;8;"2-3 half-rep";;;;Skuldre;"C: Shoulders & Tri";
2023-09-01 12:08;2023-09-01 13:16;"Machine shoulder press";40;5;"";;;;Skuldre;"C: Shoulders & Tri";
2023-09-01 12:08;2023-09-01 13:16;"Cable lateral raises";2.5;10;"";;;;Skuldre;"C: Shoulders & Tri";
2023-09-01 12:08;2023-09-01 13:16;"Cable lateral raises";2.5;10;"";;;;Skuldre;"C: Shoulders & Tri";
2023-09-01 12:08;2023-09-01 13:16;"Cable lateral raises";2.5;8;"";;;;Skuldre;"C: Shoulders & Tri";
2023-09-01 12:08;2023-09-01 13:16;"Cable pushdown";5;10;"";;;;Triceps;"C: Shoulders & Tri";
2023-09-01 12:08;2023-09-01 13:16;"Cable pushdown";5;10;"";;;;Triceps;"C: Shoulders & Tri";
2023-09-01 12:08;2023-09-01 13:16;"Cable pushdown";5;6;"";;;;Triceps;"C: Shoulders & Tri";
2023-08-30 12:18;2023-08-30 13:17;"Squat";60;5;"";;;;Ben;"Shoulder/Legs";
2023-08-30 12:18;2023-08-30 13:17;"Squat";70;5;"";;;;Ben;"Shoulder/Legs";
2023-08-30 12:18;2023-08-30 13:17;"Squat";70;8;"";;;;Ben;"Shoulder/Legs";
2023-08-30 12:18;2023-08-30 13:17;"Skulderpress med håndvekter";20;7;"";;;;Skuldre;"Shoulder/Legs";
2023-08-30 12:18;2023-08-30 13:17;"Skulderpress med håndvekter";20;7;"";;;;Skuldre;"Shoulder/Legs";
2023-08-30 12:18;2023-08-30 13:17;"Skulderpress med håndvekter";20;7;"";;;;Skuldre;"Shoulder/Legs";
2023-08-30 12:18;2023-08-30 13:17;"Lårcurl";45;10;"";;;;Ben;"Shoulder/Legs";
2023-08-30 12:18;2023-08-30 13:17;"Lårcurl";55;10;"";;;;Ben;"Shoulder/Legs";
2023-08-30 12:18;2023-08-30 13:17;"Lårcurl";70;5;"";;;;Ben;"Shoulder/Legs";
2023-08-30 12:18;2023-08-30 13:17;"Benstrekk";40;8;"";;;;Ben;"Shoulder/Legs";
2023-08-30 12:18;2023-08-30 13:17;"Benstrekk";54;7;"";;;;Ben;"Shoulder/Legs";
2023-08-30 12:18;2023-08-30 13:17;"Benstrekk";54;7;"";;;;Ben;"Shoulder/Legs";
2023-08-30 12:18;2023-08-30 13:17;"Shoulder flies";5;18;"";;;;Skuldre;"Shoulder/Legs";
2023-08-30 12:18;2023-08-30 13:17;"Shoulder flies";7;8;"";;;;Skuldre;"Shoulder/Legs";
2023-08-30 12:18;2023-08-30 13:17;"Shoulder flies";7;8;"";;;;Skuldre;"Shoulder/Legs";
2023-08-28 13:42;2023-08-28 14:39;"Markløft";100;5;"";;;;Rygg;"Back/Bi";
2023-08-28 13:42;2023-08-28 14:39;"Markløft";110;5;"";;;;Rygg;"Back/Bi";
2023-08-28 13:42;2023-08-28 14:39;"Markløft";120;5;"";;;;Rygg;"Back/Bi";
2023-08-28 13:42;2023-08-28 14:39;"Roing med vektstang";60;8;"";;;;Rygg;"Back/Bi";
2023-08-28 13:42;2023-08-28 14:39;"Roing med vektstang";60;8;"";;;;Rygg;"Back/Bi";
2023-08-28 13:42;2023-08-28 14:39;"Roing med vektstang";60;8;"";;;;Rygg;"Back/Bi";
2023-08-28 13:42;2023-08-28 14:39;"Nedtrekk";60;8;"";;;;Rygg;"Back/Bi";
2023-08-28 13:42;2023-08-28 14:39;"Nedtrekk";60;8;"";;;;Rygg;"Back/Bi";
2023-08-28 13:42;2023-08-28 14:39;"Nedtrekk";60;8;"";;;;Rygg;"Back/Bi";
2023-08-28 13:42;2023-08-28 14:39;"Roing med håndvekt";20;8;"";;;;Rygg;"Back/Bi";
2023-08-28 13:42;2023-08-28 14:39;"Roing med håndvekt";20;8;"";;;;Rygg;"Back/Bi";
2023-08-28 13:42;2023-08-28 14:39;"Roing med håndvekt";20;8;"";;;;Rygg;"Back/Bi";
2023-08-28 13:42;2023-08-28 14:39;"Bicepsløft med håndvekt";8;8;"";;;;Biceps;"Back/Bi";
2023-08-28 13:42;2023-08-28 14:39;"Bicepsløft med håndvekt";8;8;"";;;;Biceps;"Back/Bi";
2023-08-28 13:42;2023-08-28 14:39;"Bicepsløft med håndvekt";8;5;"";;;;Biceps;"Back/Bi";
2023-08-25 08:09;2023-08-25 09:06;"Benkpress med håndvekter";22;6;"";;;;Bryst;"Chest/Tri";
2023-08-25 08:09;2023-08-25 09:06;"Benkpress med håndvekter";22;8;"";;;;Bryst;"Chest/Tri";
2023-08-25 08:09;2023-08-25 09:06;"Benkpress med håndvekter";22;10;"";;;;Bryst;"Chest/Tri";
2023-08-25 08:09;2023-08-25 09:06;"Nedtrekk";60;8;"Closer grip";;;;Rygg;"Chest/Tri";
2023-08-25 08:09;2023-08-25 09:06;"Nedtrekk";70;6;"";;;;Rygg;"Chest/Tri";
2023-08-25 08:09;2023-08-25 09:06;"Nedtrekk";70;6;"";;;;Rygg;"Chest/Tri";
2023-08-25 08:09;2023-08-25 09:06;"Skulderpress med håndvekter";17.5;8;"";;;;Skuldre;"Chest/Tri";
2023-08-25 08:09;2023-08-25 09:06;"Skulderpress med håndvekter";17.5;6;"";;;;Skuldre;"Chest/Tri";
2023-08-25 08:09;2023-08-25 09:06;"Pushdowns";10;10;"";;;;Triceps;"Chest/Tri";
2023-08-25 08:09;2023-08-25 09:06;"Pushdowns";15;6;"";;;;Triceps;"Chest/Tri";
2023-08-25 08:09;2023-08-25 09:06;"Pushdowns";10;8;"";;;;Triceps;"Chest/Tri";
2023-08-25 08:09;2023-08-25 09:06;"Cable Crossovers";10;10;"";;;;Bryst;"Chest/Tri";
2023-08-25 08:09;2023-08-25 09:06;"Cable Crossovers";15;8;"";;;;Bryst;"Chest/Tri";
2023-08-25 08:09;2023-08-25 09:06;"Cable Crossovers";10;10;"";;;;Bryst;"Chest/Tri";
2023-08-23 08:00;2023-08-23 08:47;"Squat";70;5;"";;;;Ben;"Shoulder/Legs";
2023-08-23 08:00;2023-08-23 08:47;"Squat";70;5;"";;;;Ben;"Shoulder/Legs";
2023-08-23 08:00;2023-08-23 08:47;"Squat";70;5;"";;;;Ben;"Shoulder/Legs";
2023-08-23 08:00;2023-08-23 08:47;"Skulderpress med håndvekter";17.5;10;"";;;;Skuldre;"Shoulder/Legs";
2023-08-23 08:00;2023-08-23 08:47;"Skulderpress med håndvekter";20;6;"";;;;Skuldre;"Shoulder/Legs";
2023-08-23 08:00;2023-08-23 08:47;"Skulderpress med håndvekter";20;6;"";;;;Skuldre;"Shoulder/Legs";
2023-08-23 08:00;2023-08-23 08:47;"Markløft med strake ben";60;8;"";;;;Ben;"Shoulder/Legs";
2023-08-23 08:00;2023-08-23 08:47;"Markløft med strake ben";70;8;"";;;;Ben;"Shoulder/Legs";
2023-08-23 08:00;2023-08-23 08:47;"Markløft med strake ben";70;8;"";;;;Ben;"Shoulder/Legs";
2023-08-23 08:00;2023-08-23 08:47;"Militærpress";45;8;"";;;;Skuldre;"Shoulder/Legs";
2023-08-23 08:00;2023-08-23 08:47;"Militærpress";50;8;"";;;;Skuldre;"Shoulder/Legs";
2023-08-23 08:00;2023-08-23 08:47;"Militærpress";50;7;"";;;;Skuldre;"Shoulder/Legs";
2023-08-23 08:00;2023-08-23 08:47;"Pushdowns";21.25;8;"";;;;Triceps;"Shoulder/Legs";
2023-08-23 08:00;2023-08-23 08:47;"Pushdowns";21.25;8;"";;;;Triceps;"Shoulder/Legs";
2023-08-23 08:00;2023-08-23 08:47;"Pushdowns";21.25;7;"";;;;Triceps;"Shoulder/Legs";
2023-07-15 13:05;2023-07-15 14:16;"Squat";70;5;"";;;;Ben;"Shoulder/Legs";
2023-07-15 13:05;2023-07-15 14:16;"Squat";70;5;"";;;;Ben;"Shoulder/Legs";
2023-07-15 13:05;2023-07-15 14:16;"Squat";75;4;"";;;;Ben;"Shoulder/Legs";
2023-07-15 13:05;2023-07-15 14:16;"Skulderpress med håndvekter";20;8;"";;;;Skuldre;"Shoulder/Legs";
2023-07-15 13:05;2023-07-15 14:16;"Skulderpress med håndvekter";20;8;"";;;;Skuldre;"Shoulder/Legs";
2023-07-15 13:05;2023-07-15 14:16;"Skulderpress med håndvekter";20;6;"";;;;Skuldre;"Shoulder/Legs";
2023-07-15 13:05;2023-07-15 14:16;"Lårcurl";70;8;"";;;;Ben;"Shoulder/Legs";
2023-07-15 13:05;2023-07-15 14:16;"Lårcurl";80;6;"";;;;Ben;"Shoulder/Legs";
2023-07-15 13:05;2023-07-15 14:16;"Lårcurl";75;8;"";;;;Ben;"Shoulder/Legs";
2023-07-15 13:05;2023-07-15 14:16;"Pushdowns";21.25;8;"";;;;Triceps;"Shoulder/Legs";
2023-07-15 13:05;2023-07-15 14:16;"Pushdowns";21.25;8;"";;;;Triceps;"Shoulder/Legs";
2023-07-15 13:05;2023-07-15 14:16;"Pushdowns";21.25;7;"";;;;Triceps;"Shoulder/Legs";
2023-07-10 08:56;2023-07-10 10:02;"Markløft";120;5;"";;;;Rygg;"Back/Bi";
2023-07-10 08:56;2023-07-10 10:02;"Markløft";120;5;"";;;;Rygg;"Back/Bi";
2023-07-10 08:56;2023-07-10 10:02;"Markløft";120;5;"";;;;Rygg;"Back/Bi";
2023-07-10 08:56;2023-07-10 10:02;"Roing med vektstang";60;8;"";;;;Rygg;"Back/Bi";
2023-07-10 08:56;2023-07-10 10:02;"Roing med vektstang";60;8;"";;;;Rygg;"Back/Bi";
2023-07-10 08:56;2023-07-10 10:02;"Roing med vektstang";60;8;"";;;;Rygg;"Back/Bi";
2023-07-10 08:56;2023-07-10 10:02;"Nedtrekk";70;6;"";;;;Rygg;"Back/Bi";
2023-07-10 08:56;2023-07-10 10:02;"Nedtrekk";70;6;"";;;;Rygg;"Back/Bi";
2023-07-10 08:56;2023-07-10 10:02;"Nedtrekk";70;6;"";;;;Rygg;"Back/Bi";
2023-07-10 08:56;2023-07-10 10:02;"Pushdowns";21.25;6;"";;;;Triceps;"Back/Bi";
2023-07-10 08:56;2023-07-10 10:02;"Pushdowns";17.5;8;"";;;;Triceps;"Back/Bi";
2023-07-10 08:56;2023-07-10 10:02;"Pushdowns";17.5;8;"";;;;Triceps;"Back/Bi";
2023-07-10 08:56;2023-07-10 10:02;"Bicepsløft med håndvekt";8;10;"";;;;Biceps;"Back/Bi";
2023-07-10 08:56;2023-07-10 10:02;"Bicepsløft med håndvekt";8;10;"";;;;Biceps;"Back/Bi";
2023-07-10 08:56;2023-07-10 10:02;"Bicepsløft med håndvekt";8;10;"";;;;Biceps;"Back/Bi";
2023-07-07 14:20;2023-07-07 15:02;"Squat";70;5;"";;;;Ben;"Shoulder/Legs";
2023-07-07 14:20;2023-07-07 15:02;"Squat";70;5;"";;;;Ben;"Shoulder/Legs";
2023-07-07 14:20;2023-07-07 15:02;"Squat";70;5;"";;;;Ben;"Shoulder/Legs";
2023-07-07 14:20;2023-07-07 15:02;"Skulderpress med håndvekter";20;8;"";;;;Skuldre;"Shoulder/Legs";
2023-07-07 14:20;2023-07-07 15:02;"Skulderpress med håndvekter";20;8;"";;;;Skuldre;"Shoulder/Legs";
2023-07-07 14:20;2023-07-07 15:02;"Skulderpress med håndvekter";20;6;"";;;;Skuldre;"Shoulder/Legs";
2023-07-07 14:20;2023-07-07 15:02;"Markløft med strake ben";60;8;"";;;;Ben;"Shoulder/Legs";
2023-07-07 14:20;2023-07-07 15:02;"Markløft med strake ben";70;8;"";;;;Ben;"Shoulder/Legs";
2023-07-07 14:20;2023-07-07 15:02;"Markløft med strake ben";70;8;"";;;;Ben;"Shoulder/Legs";
2023-07-07 14:20;2023-07-07 15:02;"Militærpress";45;8;"";;;;Skuldre;"Shoulder/Legs";
2023-07-07 14:20;2023-07-07 15:02;"Militærpress";50;8;"";;;;Skuldre;"Shoulder/Legs";
2023-07-07 14:20;2023-07-07 15:02;"Militærpress";50;7;"";;;;Skuldre;"Shoulder/Legs";
2023-07-07 14:20;2023-07-07 15:02;"Pushdowns";;;"";;;;Triceps;"Shoulder/Legs";
2023-07-07 14:20;2023-07-07 15:02;"Pushdowns";;;"";;;;Triceps;"Shoulder/Legs";
2023-07-07 14:20;2023-07-07 15:02;"Pushdowns";;;"";;;;Triceps;"Shoulder/Legs";
2023-07-05 07:54;2023-07-05 08:42;"Markløft";120;5;"";;;;Rygg;"Back/Bi";
2023-07-05 07:54;2023-07-05 08:42;"Markløft";120;5;"";;;;Rygg;"Back/Bi";
2023-07-05 07:54;2023-07-05 08:42;"Markløft";130;5;"";;;;Rygg;"Back/Bi";
2023-07-05 07:54;2023-07-05 08:42;"Roing med vektstang";60;8;"";;;;Rygg;"Back/Bi";
2023-07-05 07:54;2023-07-05 08:42;"Roing med vektstang";60;8;"";;;;Rygg;"Back/Bi";
2023-07-05 07:54;2023-07-05 08:42;"Roing med vektstang";60;8;"";;;;Rygg;"Back/Bi";
2023-07-05 07:54;2023-07-05 08:42;"Nedtrekk";60;8;"Bar";;;;Rygg;"Back/Bi";
2023-07-05 07:54;2023-07-05 08:42;"Nedtrekk";60;6;"";;;;Rygg;"Back/Bi";
2023-07-05 07:54;2023-07-05 08:42;"Nedtrekk";70;6;"";;;;Rygg;"Back/Bi";
2023-07-05 07:54;2023-07-05 08:42;"Roing med håndvekt";22.5;8;"";;;;Rygg;"Back/Bi";
2023-07-05 07:54;2023-07-05 08:42;"Roing med håndvekt";22.5;7;"";;;;Rygg;"Back/Bi";
2023-07-05 07:54;2023-07-05 08:42;"Roing med håndvekt";22.5;8;"";;;;Rygg;"Back/Bi";
2023-07-05 07:54;2023-07-05 08:42;"Bicepsløft med håndvekt";8;10;"";;;;Biceps;"Back/Bi";
2023-07-05 07:54;2023-07-05 08:42;"Bicepsløft med håndvekt";8;10;"";;;;Biceps;"Back/Bi";
2023-07-05 07:54;2023-07-05 08:42;"Bicepsløft med håndvekt";8;10;"";;;;Biceps;"Back/Bi";
2023-07-04 08:36;2023-07-04 09:41;"Squat";70;5;"";;;;Ben;"Shoulder/Legs";
2023-07-04 08:36;2023-07-04 09:41;"Squat";70;5;"";;;;Ben;"Shoulder/Legs";
2023-07-04 08:36;2023-07-04 09:41;"Squat";70;5;"";;;;Ben;"Shoulder/Legs";
2023-07-04 08:36;2023-07-04 09:41;"Skulderpress med håndvekter";20;8;"";;;;Skuldre;"Shoulder/Legs";
2023-07-04 08:36;2023-07-04 09:41;"Skulderpress med håndvekter";20;8;"";;;;Skuldre;"Shoulder/Legs";
2023-07-04 08:36;2023-07-04 09:41;"Skulderpress med håndvekter";20;6;"";;;;Skuldre;"Shoulder/Legs";
2023-07-04 08:36;2023-07-04 09:41;"Markløft med strake ben";70;8;"";;;;Ben;"Shoulder/Legs";
2023-07-04 08:36;2023-07-04 09:41;"Markløft med strake ben";70;8;"";;;;Ben;"Shoulder/Legs";
2023-07-04 08:36;2023-07-04 09:41;"Markløft med strake ben";70;8;"";;;;Ben;"Shoulder/Legs";
2023-07-04 08:36;2023-07-04 09:41;"Militærpress";40;8;"";;;;Skuldre;"Shoulder/Legs";
2023-07-04 08:36;2023-07-04 09:41;"Militærpress";40;8;"";;;;Skuldre;"Shoulder/Legs";
2023-07-04 08:36;2023-07-04 09:41;"Militærpress";40;8;"";;;;Skuldre;"Shoulder/Legs";
2023-07-04 08:36;2023-07-04 09:41;"Pushdowns";17.5;8;"";;;;Triceps;"Shoulder/Legs";
2023-07-04 08:36;2023-07-04 09:41;"Pushdowns";17.5;8;"";;;;Triceps;"Shoulder/Legs";
2023-07-04 08:36;2023-07-04 09:41;"Pushdowns";17.5;8;"";;;;Triceps;"Shoulder/Legs";
2023-06-28 08:21;2023-06-28 09:38;"Markløft";120;5;"";;;;Rygg;"Back/Bi";
2023-06-28 08:21;2023-06-28 09:38;"Markløft";120;5;"";;;;Rygg;"Back/Bi";
2023-06-28 08:21;2023-06-28 09:38;"Markløft";120;5;"";;;;Rygg;"Back/Bi";
2023-06-28 08:21;2023-06-28 09:38;"Roing med vektstang";60;8;"";;;;Rygg;"Back/Bi";
2023-06-28 08:21;2023-06-28 09:38;"Roing med vektstang";60;8;"";;;;Rygg;"Back/Bi";
2023-06-28 08:21;2023-06-28 09:38;"Roing med vektstang";60;8;"";;;;Rygg;"Back/Bi";
2023-06-28 08:21;2023-06-28 09:38;"Nedtrekk";60;8;"";;;;Rygg;"Back/Bi";
2023-06-28 08:21;2023-06-28 09:38;"Nedtrekk";70;6;"";;;;Rygg;"Back/Bi";
2023-06-28 08:21;2023-06-28 09:38;"Nedtrekk";70;6;"";;;;Rygg;"Back/Bi";
2023-06-28 08:21;2023-06-28 09:38;"Roing med håndvekt";22.5;8;"";;;;Rygg;"Back/Bi";
2023-06-28 08:21;2023-06-28 09:38;"Roing med håndvekt";22.5;7;"";;;;Rygg;"Back/Bi";
2023-06-28 08:21;2023-06-28 09:38;"Roing med håndvekt";22.5;8;"";;;;Rygg;"Back/Bi";
2023-06-28 08:21;2023-06-28 09:38;"Bicepsløft med håndvekt";8;10;"";;;;Biceps;"Back/Bi";
2023-06-28 08:21;2023-06-28 09:38;"Bicepsløft med håndvekt";8;10;"";;;;Biceps;"Back/Bi";
2023-06-28 08:21;2023-06-28 09:38;"Bicepsløft med håndvekt";8;10;"";;;;Biceps;"Back/Bi";
2023-06-27 08:05;2023-06-27 09:47;"Squat";70;5;"";;;;Ben;"Shoulder/Legs";
2023-06-27 08:05;2023-06-27 09:47;"Squat";70;5;"";;;;Ben;"Shoulder/Legs";
2023-06-27 08:05;2023-06-27 09:47;"Squat";70;5;"";;;;Ben;"Shoulder/Legs";
2023-06-27 08:05;2023-06-27 09:47;"Skulderpress med håndvekter";20;6;"";;;;Skuldre;"Shoulder/Legs";
2023-06-27 08:05;2023-06-27 09:47;"Skulderpress med håndvekter";20;6;"";;;;Skuldre;"Shoulder/Legs";
2023-06-27 08:05;2023-06-27 09:47;"Skulderpress med håndvekter";20;6;"";;;;Skuldre;"Shoulder/Legs";
2023-06-27 08:05;2023-06-27 09:47;"Markløft med strake ben";70;8;"";;;;Ben;"Shoulder/Legs";
2023-06-27 08:05;2023-06-27 09:47;"Markløft med strake ben";70;8;"";;;;Ben;"Shoulder/Legs";
2023-06-27 08:05;2023-06-27 09:47;"Markløft med strake ben";70;8;"";;;;Ben;"Shoulder/Legs";
2023-06-27 08:05;2023-06-27 09:47;"Machine shoulder press";45;8;"";;;;Skuldre;"Shoulder/Legs";
2023-06-27 08:05;2023-06-27 09:47;"Machine shoulder press";45;8;"";;;;Skuldre;"Shoulder/Legs";
2023-06-27 08:05;2023-06-27 09:47;"Machine shoulder press";50;6;"";;;;Skuldre;"Shoulder/Legs";
2023-06-27 08:05;2023-06-27 09:47;"Machine shoulder press";;;"";;;;Skuldre;"Shoulder/Legs";
2023-06-27 08:05;2023-06-27 09:47;"Pushdowns";17.5;8;"";;;;Triceps;"Shoulder/Legs";
2023-06-27 08:05;2023-06-27 09:47;"Pushdowns";17.5;8;"";;;;Triceps;"Shoulder/Legs";
2023-06-27 08:05;2023-06-27 09:47;"Pushdowns";17.5;8;"";;;;Triceps;"Shoulder/Legs";
2023-06-22 12:13;2023-06-22 13:11;"Markløft";120;4;"";;;;Rygg;"Back/Bi";
2023-06-22 12:13;2023-06-22 13:11;"Markløft";110;5;"";;;;Rygg;"Back/Bi";
2023-06-22 12:13;2023-06-22 13:11;"Markløft";110;5;"";;;;Rygg;"Back/Bi";
2023-06-22 12:13;2023-06-22 13:11;"Roing med vektstang";60;8;"";;;;Rygg;"Back/Bi";
2023-06-22 12:13;2023-06-22 13:11;"Roing med vektstang";60;8;"";;;;Rygg;"Back/Bi";
2023-06-22 12:13;2023-06-22 13:11;"Roing med vektstang";60;8;"";;;;Rygg;"Back/Bi";
2023-06-22 12:13;2023-06-22 13:11;"Nedtrekk";60;8;"";;;;Rygg;"Back/Bi";
2023-06-22 12:13;2023-06-22 13:11;"Nedtrekk";60;8;"";;;;Rygg;"Back/Bi";
2023-06-22 12:13;2023-06-22 13:11;"Nedtrekk";60;8;"";;;;Rygg;"Back/Bi";
2023-06-22 12:13;2023-06-22 13:11;"Sittende roing";50;8;"";;;;Rygg;"Back/Bi";
2023-06-22 12:13;2023-06-22 13:11;"Sittende roing";50;8;"";;;;Rygg;"Back/Bi";
2023-06-22 12:13;2023-06-22 13:11;"Sittende roing";50;7;"";;;;Rygg;"Back/Bi";
2023-06-22 12:13;2023-06-22 13:11;"Bicepsløft med vektstang";20;8;"";;;;Biceps;"Back/Bi";
2023-06-22 12:13;2023-06-22 13:11;"Bicepsløft med vektstang";20;8;"";;;;Biceps;"Back/Bi";
2023-06-22 12:13;2023-06-22 13:11;"Bicepsløft med vektstang";20;8;"";;;;Biceps;"Back/Bi";
2023-06-21 07:57;2023-06-21 08:50;"Squat";60;5;"";;;;Ben;"Shoulder/Legs";
2023-06-21 07:57;2023-06-21 08:50;"Squat";70;5;"";;;;Ben;"Shoulder/Legs";
2023-06-21 07:57;2023-06-21 08:50;"Squat";70;5;"";;;;Ben;"Shoulder/Legs";
2023-06-21 07:57;2023-06-21 08:50;"Skulderpress med håndvekter";20;6;"";;;;Skuldre;"Shoulder/Legs";
2023-06-21 07:57;2023-06-21 08:50;"Skulderpress med håndvekter";20;6;"";;;;Skuldre;"Shoulder/Legs";
2023-06-21 07:57;2023-06-21 08:50;"Skulderpress med håndvekter";20;6;"";;;;Skuldre;"Shoulder/Legs";
2023-06-21 07:57;2023-06-21 08:50;"Markløft med strake ben";60;8;"";;;;Ben;"Shoulder/Legs";
2023-06-21 07:57;2023-06-21 08:50;"Markløft med strake ben";60;8;"";;;;Ben;"Shoulder/Legs";
2023-06-21 07:57;2023-06-21 08:50;"Markløft med strake ben";60;8;"";;;;Ben;"Shoulder/Legs";
2023-06-21 07:57;2023-06-21 08:50;"Machine shoulder press";45;8;"";;;;Skuldre;"Shoulder/Legs";
2023-06-21 07:57;2023-06-21 08:50;"Machine shoulder press";45;8;"";;;;Skuldre;"Shoulder/Legs";
2023-06-21 07:57;2023-06-21 08:50;"Machine shoulder press";45;6;"";;;;Skuldre;"Shoulder/Legs";
2023-06-21 07:57;2023-06-21 08:50;"Pushdowns";17.5;8;"";;;;Triceps;"Shoulder/Legs";
2023-06-21 07:57;2023-06-21 08:50;"Pushdowns";17.5;8;"";;;;Triceps;"Shoulder/Legs";
2023-06-21 07:57;2023-06-21 08:50;"Pushdowns";17.5;8;"";;;;Triceps;"Shoulder/Legs";
2023-06-20 21:21;2023-06-20 22:17;"Markløft";120;5;"";;;;Rygg;"Back/Bi";
2023-06-20 21:21;2023-06-20 22:17;"Markløft";120;5;"";;;;Rygg;"Back/Bi";
2023-06-20 21:21;2023-06-20 22:17;"Markløft";120;5;"";;;;Rygg;"Back/Bi";
2023-06-20 21:21;2023-06-20 22:17;"Roing med vektstang";60;8;"";;;;Rygg;"Back/Bi";
2023-06-20 21:21;2023-06-20 22:17;"Roing med vektstang";60;8;"";;;;Rygg;"Back/Bi";
2023-06-20 21:21;2023-06-20 22:17;"Roing med vektstang";60;8;"";;;;Rygg;"Back/Bi";
2023-06-20 21:21;2023-06-20 22:17;"Nedtrekk";60;7;"";;;;Rygg;"Back/Bi";
2023-06-20 21:21;2023-06-20 22:17;"Nedtrekk";60;7;"";;;;Rygg;"Back/Bi";
2023-06-20 21:21;2023-06-20 22:17;"Nedtrekk";60;7;"";;;;Rygg;"Back/Bi";
2023-06-20 21:21;2023-06-20 22:17;"Roing med håndvekt";17.5;8;"";;;;Rygg;"Back/Bi";
2023-06-20 21:21;2023-06-20 22:17;"Roing med håndvekt";17.5;8;"";;;;Rygg;"Back/Bi";
2023-06-20 21:21;2023-06-20 22:17;"Roing med håndvekt";17.5;8;"";;;;Rygg;"Back/Bi";
2023-06-20 21:21;2023-06-20 22:17;"Bicepsløft med håndvekt";8;10;"";;;;Biceps;"Back/Bi";
2023-06-20 21:21;2023-06-20 22:17;"Bicepsløft med håndvekt";8;10;"";;;;Biceps;"Back/Bi";
2023-06-20 21:21;2023-06-20 22:17;"Bicepsløft med håndvekt";8;10;"";;;;Biceps;"Back/Bi";
2023-06-14 06:49;2023-06-14 07:37;"Benkpress";50;5;"";;;;Bryst;"Chest/Tri";
2023-06-14 06:49;2023-06-14 07:37;"Benkpress";55;5;"";;;;Bryst;"Chest/Tri";
2023-06-14 06:49;2023-06-14 07:37;"Benkpress";55;5;"";;;;Bryst;"Chest/Tri";
2023-06-14 06:49;2023-06-14 07:37;"Skrå benkpress med håndvekter";30;10;"";;;;Bryst;"Chest/Tri";
2023-06-14 06:49;2023-06-14 07:37;"Skrå benkpress med håndvekter";40;6;"";;;;Bryst;"Chest/Tri";
2023-06-14 06:49;2023-06-14 07:37;"Skrå benkpress med håndvekter";40;6;"";;;;Bryst;"Chest/Tri";
2023-06-14 06:49;2023-06-14 07:37;"Pushdowns";21.25;7;"";;;;Triceps;"Chest/Tri";
2023-06-14 06:49;2023-06-14 07:37;"Pushdowns";21.25;6;"";;;;Triceps;"Chest/Tri";
2023-06-14 06:49;2023-06-14 07:37;"Pushdowns";21.25;6;"";;;;Triceps;"Chest/Tri";
